Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Chuck,3,"Comedy,Action & Adventure,Science Fiction",NBC,10/01/2010,71,14,8.6,151
Chuck,2,"Comedy,Action & Adventure,Science Fiction",NBC,29/09/2008,74,7,8.6,203
Conan (2010),1,"Comedy,Talk & Interview,Music",TBS,08/11/2010,64,20,8.6,62
30 Rock,3,"Comedy,Drama",NBC,30/10/2008,84,17,8.6,108
Louie,2,Comedy,FX,23/06/2011,90,7,8.6,266
Men of a Certain Age,1,Comedy,TNT,07/12/2009,78,24,8.6,128
Norm MacDonald Has a Show,1,"Comedy,Talk & Interview",Netflix,14/09/2018,43,6,8.6,123
Party Down,2,Comedy,Starz,23/04/2010,84,12,8.6,66
Party Down,1,Comedy,Starz,20/03/2009,66,12,8.6,61
Reaper,1,"Comedy,Fantasy",The CW,25/09/2007,81,27,8.6,126
The Office (UK),1,Comedy,BBC-2,09/07/2001,98,12,8.6,147
Entourage,3,"Comedy,Drama",HBO,11/06/2006,73,14,8.6,105
Friends,1,Comedy,NBC,22/09/1994,59,20,8.6,520
Hustle,1,"Comedy,Drama,Action & Adventure,Suspense",BBC-1,24/02/2004,71,13,8.6,47
Babylon,1,"Comedy,Drama",Channel 4,13/11/2014,67,14,8.7,14
Silicon Valley,2,Comedy,HBO,12/04/2015,86,9,8.7,255
The Colbert Report,1,"Comedy,Talk & Interview,News",Comedy Central,17/10/2005,65,22,8.7,175
Atlanta,1,Comedy,FX,06/09/2016,90,36,8.7,411
Better Off Ted,2,Comedy,ABC,08/12/2009,84,11,8.7,53
BoJack Horseman,4,"Comedy,Animation,Drama",Netflix,08/09/2017,87,5,8.7,290
Desperate Housewives,1,"Comedy,Drama",ABC,03/10/2004,79,29,8.7,131
King of the Hill,1,"Comedy,Animation",FOX,12/01/1997,68,11,8.7,50
"Love, Death & Robots",1,"Comedy,Animation,Fantasy,Horror,Science Fiction",Netflix,15/03/2019,65,4,8.7,247
Louie,4,Comedy,FX,05/05/2014,93,30,8.7,241
Modern Family,1,Comedy,ABC,23/09/2009,86,27,8.7,648
My Name Is Earl,1,Comedy,NBC,20/09/2005,77,30,8.7,216
Parks and Recreation,2,Comedy,NBC,17/09/2009,71,7,8.7,237
The IT Crowd (UK),1,Comedy,Channel 4,03/02/2006,67,8,8.7,162
The Golden Girls,1,Comedy,NBC,14/09/1985,82,6,8.7,15
The Ricky Gervais Show,1,"Comedy,Animation,Talk & Interview",HBO,19/02/2010,62,17,8.7,19
The Tick,1,"Comedy,Action & Adventure,Fantasy",FOX,08/11/2001,82,26,8.7,10
Entourage,5,"Comedy,Drama",HBO,07/09/2008,70,12,8.7,75
Fleabag,2,Comedy,Amazon Prime,17/05/2019,96,21,8.7,228
Extras,2,Comedy,BBC-2,14/09/2006,88,13,8.7,59
Scrubs,1,Comedy,ABC,02/10/2001,79,21,8.8,223
Summer Heights High,1,Comedy,HBO,05/09/2007,67,13,8.8,59
The Boondocks,1,"Comedy,Animation",Cartoon Network,06/11/2005,72,21,8.8,276
Archer,3,"Comedy,Animation,Action & Adventure",FX,15/09/2011,75,6,8.8,148
Better Call Saul,2,"Comedy,Drama",AMC,15/02/2016,85,18,8.8,515
BoJack Horseman,6,"Comedy,Animation,Drama",Netflix,25/10/2019,93,6,8.8,165
BoJack Horseman,3,"Comedy,Animation,Drama",Netflix,29/03/2019,89,12,8.8,374
Chappelle's Show,1,"Comedy,Variety Shows",Comedy Central,22/01/2003,73,6,8.8,17
Curb Your Enthusiasm,4,Comedy,HBO,04/01/2004,88,18,8.8,35
Community,5,Comedy,NBC,02/01/2014,80,15,8.8,231
Community,1,Comedy,NBC,17/09/2009,69,23,8.8,726
Curb Your Enthusiasm,6,Comedy,HBO,09/09/2007,89,9,8.8,35
Dirk Gently's Holistic Detective Agency,1,"Comedy,Suspense,Science Fiction",BBC America,22/10/2016,62,14,8.8,218
Louie,3,Comedy,FX,28/06/2012,94,16,8.8,260
Out of Practice,1,Comedy,CBS,19/09/2005,53,24,8.8,55
The Simpsons,1,"Comedy,Animation",FOX,17/12/1989,80,6,8.8,376
Eureka,1,"Comedy,Drama,Science Fiction",SyFy,18/07/2006,62,20,8.8,137
Freaks and Geeks,1,"Comedy,Drama",NBC,25/09/1999,88,26,8.8,166
Curb Your Enthusiasm,5,Comedy,HBO,25/09/2005,91,5,8.9,120
Silicon Valley,3,Comedy,HBO,24/04/2016,90,15,8.9,240
Ash Vs. Evil Dead,1,"Comedy,Drama,Action & Adventure,Fantasy,Horror,Suspense",Starz,31/10/2015,75,25,8.9,391
BoJack Horseman,5,"Comedy,Animation,Drama",Netflix,14/09/2018,92,6,8.9,236
BoJack Horseman,2,"Comedy,Animation,Drama",Netflix,17/07/2015,90,7,8.9,442
Curb Your Enthusiasm,3,Comedy,HBO,15/09/2002,93,12,8.9,43
Community,3,Comedy,NBC,22/09/2011,82,4,8.9,326
Just Legal,1,"Comedy,Drama",WB,19/09/2005,53,21,8.9,66
Men in Trees,1,"Comedy,Drama",ABC,12/09/2006,48,24,8.9,191
Psych,1,Comedy,USA,07/07/2006,59,20,8.9,293
Pepper Dennis,1,"Comedy,Drama",WB,04/04/2006,37,21,8.9,105
The Office (UK),2,Comedy,BBC-2,30/09/2002,93,16,8.9,70
Top Gear,1,"Comedy,Sports,Reality,Talk & Interview,Tech & Gaming",BBC-2,20/10/2002,72,7,8.9,70
Sex&Drugs&Rock&Roll,1,"Comedy,Drama,Music",FX,16/07/2015,60,29,9,80
Seinfeld,1,Comedy,NBC,05/07/1989,79,9,9,209
Archer,1,"Comedy,Animation,Action & Adventure",FX,17/09/2009,78,20,9,398
Archer,4,"Comedy,Animation,Action & Adventure",FX,17/01/2013,79,6,9,169
Barry,2,Comedy,HBO,31/03/2019,87,14,9,182
Better Call Saul,4,"Comedy,Drama",AMC,06/08/2018,87,16,9,215
It's Always Sunny in Philadelphia,4,Comedy,FX,18/09/2008,69,5,9,174
It's Always Sunny in Philadelphia,2,Comedy,FX,29/06/2006,70,12,9,131
It's Always Sunny in Philadelphia,1,Comedy,FX,04/08/2005,64,23,9,289
Malcolm in the Middle,1,Comedy,FOX,09/01/2000,88,25,9,103
Parks and Recreation,3,Comedy,NBC,20/01/2011,83,7,9,272
The Office,3,Comedy,NBC,21/09/2006,85,5,9,235
The Simpsons,2,"Comedy,Animation",FOX,11/10/1990,92,7,9,124
Eastbound & Down,1,"Comedy,Drama,Sports",HBO,15/02/2009,61,16,9,203
Fargo,1,"Comedy,Drama,Suspense",FX,15/04/2014,85,40,9,1232
Archer,2,"Comedy,Animation,Action & Adventure",FX,27/01/2011,88,12,9.1,233
Better Call Saul,3,"Comedy,Drama",AMC,10/04/2017,87,18,9.1,312
Community,2,Comedy,NBC,23/09/2010,86,4,9.1,407
It's Always Sunny in Philadelphia,6,Comedy,FX,16/09/2010,84,4,9.1,135
It's Always Sunny in Philadelphia,5,Comedy,FX,17/09/2009,78,6,9.1,147
Flight of the Conchords,1,"Comedy,Music",HBO,17/06/2007,68,15,9.1,214
Futurama,1,"Comedy,Animation,Science Fiction",FOX,28/03/1999,72,28,9.1,252
Arrested Development,1,Comedy,FOX,02/11/2003,89,26,9.2,487
Fargo,2,"Comedy,Drama,Suspense",FX,12/10/2015,96,33,9.2,879
Arrested Development,2,Comedy,FOX,07/11/2004,88,17,9.3,285
Rick & Morty,1,"Comedy,Animation,Action & Adventure,Fantasy,Science",Cartoon Network,02/12/2013,85,8,9.3,921
Better Call Saul,5,"Comedy,Drama",AMC,23/02/2020,92,16,9.4,93
Upload,1,"Comedy,Science Fiction",Prime Video,01/05/2020,not available,not available,not available,not available
"Dr. Katz, Professional Therapist",2,"Comedy,Animation,Action & Adventure,Health & Lifestyle",Comedy Central,15/10/1995,81,6,not available,not available
Sesame Street,46,"Comedy,Kids,Educational",PBS,16/01/2016,79,6,not available,not available
Son of the Beach,1,Comedy,FX,14/03/2000,71,15,not available,not available
Sherman's Showcase,1,"Comedy,Music",IFC,31/07/2019,76,10,not available,not available
Stir Crazy,1,"Comedy,Action & Adventure",CBS,18/09/1985,45,6,not available,not available
Sports Night,1,"Comedy,Drama",ABC,22/09/1998,84,19,not available,not available
South Side,1,"Comedy,Drama",Comedy Central,24/07/2019,79,7,not available,not available
Soul Food,1,"Comedy,Drama",SHOWTIME,28/06/2000,69,20,not available,not available
The Ben Stiller Show,1,Comedy,FOX,27/09/1992,75,13,not available,not available
That's Life,1,Comedy,CBS,01/10/2000,67,19,not available,not available
The Commish,1,"Comedy,Drama,Suspense",ABC,28/09/1991,50,11,not available,not available
Alternatino with Arturo Castro,1,Comedy,Comedy Central,18/06/2019,63,5,not available,not available
Ally McBeal,2,"Comedy,Drama",FOX,14/09/1998,76,4,not available,not available
Baby Talk,1,Comedy,ABC,08/03/1991,30,6,not available,not available
Baby Boom,1,Comedy,NBC,10/09/1988,63,6,not available,not available
Arli$$,1,Comedy,HBO,10/08/1996,74,15,not available,not available
Beggars and Choosers,1,"Comedy,Drama",SHOWTIME,19/06/1999,57,17,not available,not available
Battery Park,1,Comedy,NBC,23/03/2000,49,27,not available,not available
Barbershop,1,Comedy,SHOWTIME,14/08/2005,64,15,not available,not available
Bagdad Cafe,1,Comedy,CBS,30/03/1990,33,9,not available,not available
Bette,1,Comedy,CBS,11/10/2000,68,17,not available,not available
Carter,1,"Comedy,Drama",CTV,07/08/2018,66,4,not available,not available
Caroline in the City,1,Comedy,NBC,21/09/1995,65,4,not available,not available
Brooklyn Bridge,1,"Comedy,Drama",CBS,20/09/1991,88,17,not available,not available
Broke,1,Comedy,CBS,02/04/2020,34,4,not available,not available
Brockmire,4,Comedy,IFC,18/03/2020,90,5,not available,not available
Coach,1,Comedy,ABC,28/02/1989,44,5,not available,not available
Clueless,1,Comedy,ABC,20/09/1996,53,18,not available,not available
Designing Women,1,"Comedy,Drama",CBS,29/09/1986,54,6,not available,not available
Dave's World,1,Comedy,CBS,20/09/1993,64,15,not available,not available
Danny,1,Comedy,CBS,28/09/2001,42,21,not available,not available
Daddio,1,Comedy,NBC,23/03/2010,41,27,not available,not available
Da Ali G Show (US),2,"Comedy,Talk & Interview,Arts,Music",HBO,22/02/2003,66,7,not available,not available
"Dr. Katz, Professional Therapist",1,"Comedy,Animation,Action & Adventure,Health & Lifestyle",Comedy Central,28/05/1995,78,12,not available,not available
Dirty Dancing,1,Comedy,CBS,29/10/1988,27,7,not available,not available
Never Have I Ever,1,Comedy,Netflix,27/04/2020,82,5,not available,not available
A League of Their Own (1993) ,1,Comedy,Vertex,10/04/1993,34,4,not available,not available
Whisker Wars,1,"Comedy,Reality,Game Show",IFC,05/08/2011,60,6,not available,not available
Madigan Men,1,Comedy,ABC,06/10/2000,55,18,not available,not available
Live in Front of a Studio Audience: ‘All in the Family’ and ‘Good Times’,1,"Comedy,Events & Specials",ABC,18/12/2019,64,5,not available,not available
Life As We Know It,1,"Comedy,Drama",ABC,07/10/2004,61,18,not available,not available
Luis,1,Comedy,FOX,19/09/2003,33,20,not available,not available
LOLwork,1,"Comedy,Reality",Bravo,07/11/2012,65,5,not available,not available
Mr. Show with Bob and David,3,Comedy,HBO,12/09/1997,86,4,not available,not available
Mr. Belvedere,1,"Comedy,Kids",ABC,15/03/1985,36,6,not available,not available
Monster in-Laws,1,"Comedy,Drama,Reality",A&E,24/10/2011,53,5,not available,not available
Miracle Workers (2019),2,Comedy,TBS,28/01/2020,70,4,not available,not available
Method to the Madness of Jerry Lewis,1,"Comedy,Documentary",Starz,17/12/2011,67,11,not available,not available
Nikki,1,Comedy,WB,08/10/2000,53,19,not available,not available
My Big Fat Greek Life,1,"Comedy,Drama",CBS,24/02/2003,40,13,not available,not available
Parenthood (1990),1,Comedy,NBC,20/08/1990,79,9,not available,not available
Queen America,1,"Comedy,Drama",Facebook Watch,18/11/2018,54,4,not available,not available
Punk'd,1,"Comedy,Reality",MTV,17/03/2003,66,4,not available,not available
Popular,1,"Comedy,Drama",WB,29/09/1999,54,24,not available,not available
Party Girl,1,Comedy,FOX,09/09/1996,48,16,not available,not available
Richard Pryor: Omit the Logic,1,"Comedy,News/Documentary,Documentary",SHOWTIME,31/05/2013,75,9,not available,not available
The Kids in the Hall,1,"Comedy,Variety Shows",CBS,16/03/2020,83,7,not available,not available
The Rundown With Robin Thede,1,"Comedy,Talk & Interview",BET,12/10/2017,78,4,not available,not available
Titus,1,Comedy,FOX,20/03/2000,64,22,not available,not available
The Trouble with Normal,1,Comedy,ABC,06/10/2000,25,17,not available,not available
TV Nation,1,"Comedy,News/Documentary,News,Documentary",NBC,19/07/1994,78,4,not available,not available
Tucker,1,Comedy,NBC,02/10/2000,25,22,not available,not available
Tracy Morgan: Black and Blue,1,Comedy,HBO,13/11/2010,55,4,not available,not available
Veronica's Closet,1,"Comedy,Health & Lifestyle",NBC,25/09/1997,70,4,not available,not available
Unscripted,1,"Comedy,Drama",HBO,09/01/2005,60,4,not available,not available
Uncle Buck,1,Comedy,CBS,10/09/1990,21,10,not available,not available
What I Like About You,1,Comedy,WB,20/09/2002,41,15,not available,not available
Watching Ellie,2,Comedy,NBC,15/04/2003,36,22,not available,not available
Watching Ellie,1,Comedy,NBC,26/02/2002,59,29,not available,not available
Working Girl,1,Comedy,NBC,16/04/1990,34,9,not available,not available
Working Class,1,Comedy,CMT,28/01/2011,47,6,not available,not available
Woops!,1,Comedy,FOX,27/09/1992,24,12,not available,not available
Wings,1,Comedy,NBC,19/04/1990,57,9,not available,not available
"God, the Devil and Bob",1,"Comedy,Animation",NBC,09/03/2000,59,22,not available,not available
Everything's Gonna Be Okay,1,Comedy,Freeform,16/01/2020,79,11,not available,not available
Duncanville,1,"Comedy,Animation",FOX,16/02/2020,64,6,not available,not available
Dream On,1,Comedy,HBO,08/07/1990,80,7,not available,not available
Flying Blind,1,Comedy,FOX,13/09/1992,69,14,not available,not available
Flack,1,"Comedy,Drama",UKTV,21/02/2019,57,10,not available,not available
Ferris Bueller,1,Comedy,NBC,23/08/1990,38,9,not available,not available
Family Tools,1,Comedy,ABC,01/05/2013,42,16,not available,not available
Factory,1,Comedy,Spike TV,29/06/2008,63,8,not available,not available
Gary Gulman: The Great Depresh,1,"Comedy,Events & Specials",HBO,05/10/2019,81,4,not available,not available
Funny Or Die Presents America’s Next Weatherman,1,"Comedy,Reality",TBS,08/08/2015,63,4,not available,not available
Gym Teacher: The Movie,1,Comedy,Nickelodeon,12/09/2008,61,4,not available,not available
Gung Ho,1,Comedy,ABC,05/12/1986,28,4,not available,not available
Greetings from Tucson,1,Comedy,The WB,20/09/2002,52,13,not available,not available
How Murray Saved Christmas,1,"Comedy,Animation,Kids",NBC,05/12/2014,60,4,not available,not available
"Honey, I Shrunk the Kids",1,"Comedy,Science Fiction",Syndicated,27/09/1997,68,4,not available,not available
Hit the Road,1,Comedy,Audience Network,17/10/2017,41,6,not available,not available
Hidden Hills,1,Comedy,NBC,24/09/2002,29,22,not available,not available
Herman's Head,1,Comedy,FOX,08/09/1991,47,4,not available,not available
Insecure,4,"Comedy,Drama",HBO,12/04/2020,80,4,not available,not available
Hype,1,Comedy,WB,08/10/2000,38,12,not available,not available
