Title,Season,Genre,Network,Release_Date,Critic_Score,Critics_votes,User_Score,Users_votes
Star Trek: The Next Generation,1,"Drama,Action & Adventure,Science Fiction",Syndicated,28/09/1987,51,8,8.4,111
Taboo,1,"Drama,Action & Adventure,Suspense",FX,10/01/2017,67,32,8.4,326
The Americans,5,Drama,FX,07/03/2017,94,19,8.4,168
The Americans,1,Drama,FX,30/01/2013,78,35,8.4,532
Any Human Heart,1,Drama,PBS,21/11/2010,54,6,8.4,7
Boardwalk Empire,5,Drama,HBO,07/09/2014,83,12,8.4,132
Burn Notice,2,"Drama,Action & Adventure,Suspense",USA,10/07/2008,75,8,8.4,71
Castle,1,"Comedy,Drama,Suspense",ABC,09/03/2009,54,22,8.4,402
Carnivale,1,"Drama,Fantasy,Suspense",HBO,14/09/2003,65,28,8.4,69
Collision,1,Drama,ITV1,09/11/2009,73,6,8.4,5
Doctor Who,5,"Comedy,Drama,Action & Adventure,Science Fiction",BBC-1,03/04/2010,76,9,8.4,374
Deutschland 83,1,"Drama,Suspense",Sundance Channel,17/06/2015,79,11,8.4,74
Entourage,1,"Comedy,Drama",HBO,18/07/2004,68,19,8.4,85
Felicity,1,Drama,WB,29/09/1998,87,27,8.4,15
Faking It (2014),1,"Comedy,Drama",MTV - Music Television,22/04/2014,71,8,8.4,79
Commander in Chief,1,Drama,ABC,27/09/2005,56,26,8.4,217
Sons of Anarchy,2,"Drama,Action & Adventure",FX,08/09/2009,86,6,8.4,276
John Adams,1,Drama,HBO,16/03/2008,78,27,8.5,122
Killer Instinct,1,Drama,FOX,23/09/2005,25,13,8.5,60
Law & Order,1,"Drama,Action & Adventure,Suspense",NBC,13/09/1990,68,5,8.5,16
Las Vegas,1,"Drama,Action & Adventure",NBC,22/09/2003,59,29,8.5,11
Mad Men,6,Drama,AMC,07/04/2013,88,28,8.5,274
Medium,5,"Drama,Fantasy,Suspense",CBS,02/02/2009,70,5,8.5,15
Meadowlands,1,"Comedy,Drama,Suspense",SHOWTIME,17/06/2007,61,13,8.5,15
Marvel's Daredevil,3,"Drama,Action & Adventure,Fantasy,Science Fiction",Netflix,19/10/2018,71,6,8.5,379
Mistresses (UK),1,"Drama,Health & Lifestyle",BBC-1,08/01/2008,66,9,8.5,11
My So-Called Life,1,Drama,ABC,25/08/1994,92,19,8.5,20
My Brilliant Friend,1,Drama,HBO,18/11/2018,87,20,8.5,76
New Amsterdam,1,"Drama,Action & Adventure",FOX,04/03/2008,63,25,8.5,56
Narcos,2,Drama,Netflix,02/09/2016,76,13,8.5,255
Penny Dreadful,2,"Drama,Fantasy,Horror,Suspense",SHOWTIME,03/05/2015,77,14,8.5,204
Ozark,3,Drama,Netflix,27/03/2020,77,11,8.5,41
The Boys,1,"Drama,Action & Adventure",Prime Video,26/07/2019,74,19,8.5,232
The Bletchley Circle,1,Drama,PBS,06/09/2012,73,9,8.5,19
The Dark Crystal: Age of Resistance,1,"Drama,Action & Adventure,Fantasy",Netflix,30/08/2019,82,20,8.5,118
The Crown,1,Drama,Netflix,04/11/2016,81,29,8.5,273
The Crimson Petal and The White,1,"Drama,Movie/Mini-Series",BBC-2,06/04/2011,65,11,8.5,4
The Closer,1,"Drama,Suspense",TNT,13/06/2005,65,20,8.5,32
The Good Wife,6,Drama,CBS,21/09/2014,89,9,8.5,131
The Good Guys,1,"Drama,Action & Adventure,Suspense",FOX,19/05/2010,61,20,8.5,97
The Mentalist,1,"Drama,Suspense",CBS,23/09/2008,65,26,8.5,255
Gilmore Girls,1,"Comedy,Drama",WB,05/10/2000,81,26,8.5,79
Hex,1,"Comedy,Drama,Fantasy,Horror,Suspense",Sky One,17/10/2004,66,5,8.5,59
Halt and Catch Fire,2,Drama,AMC,31/05/2015,73,8,8.5,81
Heist,1,"Drama,Action & Adventure,Suspense",NBC,22/03/2006,51,22,8.5,64
How I Met Your Mother,1,"Comedy,Drama",CBS,19/09/2005,69,25,8.5,958
Inconceivable,1,Drama,NBC,23/09/2005,32,20,8.5,49
Reunion,1,"Drama,Suspense",FOX,08/09/2005,50,26,8.5,37
Sherlock,3,"Drama,Suspense",BBC-1,01/01/2014,88,23,8.5,761
Sons of Anarchy,1,"Drama,Action & Adventure",FX,03/09/2008,68,23,8.5,575
Star Trek: Deep Space Nine,1,"Drama,Action & Adventure,Science Fiction",Syndicated,03/01/1993,74,14,8.5,80
Southland,4,"Drama,Action & Adventure,Suspense",NBC,17/01/2012,87,7,8.5,64
Southland,1,"Drama,Action & Adventure,Suspense",NBC,09/04/2009,69,22,8.5,125
Teen Wolf,1,"Drama,Action & Adventure,Horror",MTV,05/06/2011,61,14,8.5,262
The Assassination of Gianni Versace: American Crime Story,1,"Drama,Movie/Mini-Series",FX,17/01/2018,74,35,8.5,242
The Americans,3,Drama,FX,28/01/2015,92,23,8.5,339
Angela's Eyes,1,Drama,LIFETIME,16/07/2006,38,11,8.5,70
Almost Human,1,"Drama,Action & Adventure,Science Fiction",FOX,17/11/2013,62,30,8.5,314
Boss,2,Drama,Starz,17/08/2012,75,18,8.5,39
Bosch,2,"Drama,Suspense",Amazon Instant Video,11/03/2016,76,7,8.5,64
BoJack Horseman,1,"Comedy,Animation,Drama",Netflix,22/08/2014,59,13,8.5,641
Boardwalk Empire,4,Drama,HBO,08/09/2013,77,13,8.5,205
Boardwalk Empire,2,Drama,HBO,25/09/2011,82,14,8.5,343
Californication,1,"Comedy,Drama",SHOWTIME,13/08/2007,70,24,8.5,336
Broken Trail,1,"Drama,Action & Adventure",AMC,24/06/2006,78,15,8.5,51
Dark,2,"Drama,Suspense",Netflix,21/06/2019,82,4,8.5,75
Damages,1,"Drama,Suspense",FX,24/07/2007,75,27,8.5,155
Derek,1,"Comedy,Drama",Netflix,30/01/2013,64,16,8.5,89
Doctor Who,1,"Comedy,Drama,Action & Adventure,Science Fiction",BBC-1,26/03/2005,70,9,8.5,670
Eastwick,1,"Comedy,Drama,Fantasy,Horror,Suspense",ABC,23/09/2009,49,21,8.5,81
Drop Dead Diva,1,"Comedy,Drama",LIFETIME,12/07/2009,69,12,8.5,93
Jericho,1,"Drama,Action & Adventure,Suspense,Science Fiction",CBS,20/09/2006,48,30,8.6,297
Jane Eyre,1,Drama,BBC-1,24/09/2006,75,8,8.6,37
Kings,1,"Drama,Fantasy",NBC,15/03/2009,58,27,8.6,166
Life on Mars (UK),2,"Drama,Science Fiction",BBC-1,13/02/2007,79,9,8.6,35
Mad Men,1,Drama,AMC,19/07/2007,77,32,8.6,640
Lost,5,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",ABC,21/01/2009,78,17,8.6,418
Moby Dick,1,"Drama,Action & Adventure",Encore,01/08/2011,68,7,8.6,5
October Road,1,Drama,ABC,15/03/2007,23,25,8.6,132
30 Rock,3,"Comedy,Drama",NBC,30/10/2008,84,17,8.6,108
The Expanse,1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",SyFy,14/12/2015,65,23,8.6,617
The Good Wife,2,Drama,CBS,28/09/2010,89,8,8.6,153
The Midnight Gospel,1,"Animation,Drama,Science Fiction",Netflix,20/04/2020,81,6,8.6,15
The Red Road,1,"Drama,Action & Adventure",Sundance Channel,27/02/2014,66,25,8.6,40
The People v. O.J. Simpson: American Crime Story,1,Drama,FX,02/02/2016,90,45,8.6,418
The Returned,1,"Drama,Horror,Suspense",Sundance Channel,26/11/2012,92,28,8.6,271
Twin Peaks,3,"Drama,Suspense",ABC,21/05/2017,74,26,8.6,439
Veronica Mars,1,Drama,The CW,22/09/2004,81,15,8.6,88
Homicide: Life on the Street,1,"Drama,Suspense",NBC,31/01/1993,94,18,8.6,24
Generation Kill,1,"Drama,Action & Adventure",HBO,13/07/2008,80,27,8.6,121
Fringe,2,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FOX,17/09/2009,74,10,8.6,233
Hollywood Heights,1,"Drama,Music",Nickelodeon,11/06/2012,49,4,8.6,61
Grey Gardens,1,Drama,HBO,18/04/2009,77,21,8.6,22
Hannibal,1,"Drama,Horror,Suspense",NBC,04/04/2013,70,32,8.6,1041
House,5,"Drama,Suspense,Science",FOX,16/09/2008,77,10,8.6,131
I Shouldn't Be Alive,1,"Drama,Reality",Discovery,28/10/2005,61,7,8.6,52
Hustle,1,"Comedy,Drama,Action & Adventure,Suspense",BBC-1,24/02/2004,71,13,8.6,47
Raines,1,"Drama,Suspense",NBC,15/03/2007,57,26,8.6,65
Rescue Me,2,"Drama,Action & Adventure",FX,21/06/2005,89,14,8.6,16
Rescue Me,1,"Drama,Action & Adventure",FX,21/07/2004,86,25,8.6,30
Rectify,4,Drama,SundanceTV,26/10/2016,99,11,8.6,292
Saved,1,Drama,TNT,12/06/2006,51,18,8.6,120
Shameless (US),1,"Comedy,Drama",SHOWTIME,09/01/2011,66,26,8.6,404
Spartacus: Gods of the Arena,1,"Drama,Action & Adventure",Starz,21/01/2011,55,6,8.6,171
Southland,3,"Drama,Action & Adventure,Suspense",NBC,04/01/2011,80,9,8.6,47
South Park,1,"Comedy,Animation,Drama,Action & Adventure",Comedy Central,13/08/1997,64,17,8.6,375
South Beach,1,Drama,UPN,11/01/2006,29,18,8.6,81
Succession,2,"Comedy,Drama,Business",HBO,11/08/2019,89,19,8.6,62
State of Play,1,"Drama,Suspense",BBC-1,18/05/2003,85,4,8.6,7
The Beast,1,"Drama,Action & Adventure",A&E,15/01/2009,51,25,8.6,22
The Americans,2,Drama,FX,26/02/2014,88,31,8.6,333
Terriers,1,"Comedy,Drama",FX,08/09/2010,75,24,8.6,112
Better Call Saul,1,"Comedy,Drama",AMC,08/02/2015,78,43,8.6,1126
Angel,1,"Drama,Action & Adventure,Fantasy,Horror,Suspense",WB,05/10/1999,75,20,8.6,182
Banshee,1,"Drama,Action & Adventure,Suspense",Cinemax,11/01/2013,62,20,8.6,314
Atypical,1,"Comedy,Drama",Netflix,11/08/2017,66,20,8.6,161
Ash Vs. Evil Dead,2,"Comedy,Drama,Action & Adventure,Fantasy,Horror,Suspense",Starz,02/10/2016,82,5,8.6,106
Boardwalk Empire,3,Drama,HBO,16/09/2012,76,15,8.6,251
Boardwalk Empire,1,Drama,HBO,19/09/2010,88,31,8.6,661
Cane,1,"Drama,Action & Adventure",CBS,25/09/2007,57,25,8.6,123
Case Histories,1,"Comedy,Drama,Action & Adventure,Suspense",BBC-1,05/06/2011,60,6,8.6,5
Downton Abbey,1,Drama,PBS,26/09/2010,91,16,8.6,350
Entourage,3,"Comedy,Drama",HBO,11/06/2006,73,14,8.6,105
FEUD,1,Drama,FX,05/03/2017,81,44,8.6,142
Farscape,1,"Drama,Action & Adventure,Suspense,Science Fiction",SyFy,18/03/1999,74,11,8.6,58
Friday Night Lights,4,"Sports,Drama,Sports",NBC,28/10/2009,87,18,8.6,88
Marvel's Daredevil,2,"Drama,Action & Adventure,Fantasy,Science Fiction",Netflix,18/03/2016,68,13,8.7,1349
Jericho,2,"Drama,Action & Adventure,Suspense,Science Fiction",CBS,12/02/2008,72,14,8.7,67
Lois & Clark: The New Adventures of Superman,1,"Drama,Action & Adventure,Fantasy",ABC,12/09/1993,72,12,8.7,7
Lost,4,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",ABC,31/01/2008,87,12,8.7,478
Mad Men,7,Drama,AMC,13/04/2014,85,27,8.7,186
Mad Men,5,Drama,AMC,25/03/2012,89,24,8.7,308
My Own Worst Enemy,1,"Drama,Action & Adventure,Science Fiction",NBC,13/10/2008,61,25,8.7,55
Mr. Robot,4,"Drama,Suspense,Tech & Gaming",USA,06/10/2019,81,5,8.7,70
Mr. Robot,1,"Drama,Suspense,Tech & Gaming",USA,27/05/2015,79,24,8.7,1040
Person of Interest,1,"Drama,Action & Adventure",CBS,22/09/2011,66,26,8.7,458
24: Live Another Day,9,"Drama,Action & Adventure,Suspense",FOX,05/05/2014,70,40,8.7,140
24,4,"Drama,Action & Adventure,Suspense",FOX,09/01/2005,79,19,8.7,106
24,3,"Drama,Action & Adventure,Suspense",FOX,28/10/2003,72,14,8.7,118
The Black Donnellys,1,"Drama,Action & Adventure,Suspense",NBC,26/02/2007,45,30,8.7,222
The Expanse,4,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",SyFy,13/12/2019,91,4,8.7,143
The Escape Artist,1,"Drama,Suspense",PBS,29/10/2013,71,12,8.7,15
The Good Wife,4,Drama,CBS,30/09/2012,86,5,8.7,112
The X-Files,1,"Drama,Action & Adventure,Horror,Suspense,Science Fiction",FOX,10/09/1993,70,14,8.7,224
The West Wing,1,Drama,NBC,22/09/1999,79,23,8.7,80
Traveler,1,"Drama,Suspense",ABC,10/05/2007,53,17,8.7,122
Suits,2,Drama,USA,14/06/2012,75,4,8.7,189
Heroes,1,"Drama,Suspense,Science Fiction",NBC,25/09/2006,67,29,8.7,463
Human Trafficking,1,"Drama,Suspense",LIFETIME,24/10/2005,54,14,8.7,99
House of Cards (2013),2,Drama,Netflix,14/02/2014,80,25,8.7,620
Skins,1,Drama,E4,25/01/2007,66,7,8.7,159
Suits,1,Drama,USA,23/06/2011,61,17,8.7,552
Surface,1,"Drama,Action & Adventure,Science Fiction",NBC,19/09/2005,39,23,8.7,312
Babylon 5,1,"Drama,Suspense,Science Fiction",Syndicated,24/01/1994,55,13,8.7,55
Babylon,1,"Comedy,Drama",Channel 4,13/11/2014,67,14,8.7,14
BoJack Horseman,4,"Comedy,Animation,Drama",Netflix,08/09/2017,87,5,8.7,290
Damages,2,"Drama,Suspense",FX,07/01/2009,81,18,8.7,68
Desperate Housewives,1,"Comedy,Drama",ABC,03/10/2004,79,29,8.7,131
Drive,1,"Drama,Action & Adventure,Suspense",FOX,15/04/2007,52,27,8.7,301
Entourage,5,"Comedy,Drama",HBO,07/09/2008,70,12,8.7,75
Lie to Me,1,Drama,FOX,21/01/2009,64,24,8.8,180
Justified,4,"Drama,Action & Adventure",FX,08/01/2013,90,14,8.8,237
Leverage,1,"Drama,Suspense",TNT,07/12/2008,68,19,8.8,100
Marvel's Daredevil,1,"Drama,Action & Adventure,Fantasy,Science Fiction",Netflix,19/10/2018,75,22,8.8,1763
24,2,"Drama,Action & Adventure,Suspense",FOX,29/10/2002,83,23,8.8,124
24,1,"Drama,Action & Adventure,Suspense",FOX,06/11/2001,88,27,8.8,247
The Young Indiana Jones Chronicles,1,"Drama,Action & Adventure",ABC,04/03/1992,71,14,8.8,6
The Good Wife,1,Drama,CBS,22/09/2009,75,26,8.8,249
The No. 1 Ladies' Detective Agency,1,"Drama,Action & Adventure,Suspense",HBO,15/03/2009,71,27,8.8,52
The Night Of,1,"Drama,Movie/Mini-Series",HBO,10/07/2016,90,40,8.8,515
Westworld,1,"Drama,Action & Adventure,Fantasy,Science Fiction",HBO,02/10/2016,74,43,8.8,1314
House,1,"Drama,Suspense,Science",FOX,16/11/2004,75,30,8.8,233
In Justice,1,Drama,ABC,01/01/2006,48,16,8.8,169
Random 1,1,"Drama,Reality,Game Show,Arts",A&E,01/11/2005,50,7,8.8,57
Pushing Daisies,2,"Drama,Fantasy",ABC,01/10/2008,83,14,8.8,84
Six Degrees,1,"Drama,Suspense",ABC,21/09/2006,54,27,8.8,74
Better Call Saul,2,"Comedy,Drama",AMC,15/02/2016,85,18,8.8,515
Battlestar Galactica (2003),4,"Drama,Action & Adventure,Science Fiction",SyFy,04/04/2008,85,16,8.8,239
Black Mirror,3,"Drama,Science Fiction",Channel 4,21/10/2016,82,23,8.8,430
BoJack Horseman,6,"Comedy,Animation,Drama",Netflix,25/10/2019,93,6,8.8,164
BoJack Horseman,3,"Comedy,Animation,Drama",Netflix,29/03/2019,89,12,8.8,374
Carnivale,2,"Drama,Fantasy,Suspense",HBO,09/01/2005,57,11,8.8,41
Eureka,1,"Comedy,Drama,Science Fiction",SyFy,18/07/2006,62,20,8.8,137
Freaks and Geeks,1,"Comedy,Drama",NBC,25/09/1999,88,26,8.8,166
Smith,1,Drama,CBS,19/09/2006,59,29,8.8,76
Just Legal,1,"Comedy,Drama",WB,19/09/2005,53,21,8.9,66
Mad Men,3,Drama,AMC,16/08/2009,87,20,8.9,303
Mad Men,2,Drama,AMC,27/07/2008,88,20,8.9,320
Men in Trees,1,"Comedy,Drama",ABC,12/09/2006,48,24,8.9,191
Narcos,1,Drama,Netflix,28/08/2015,77,20,8.9,658
Pepper Dennis,1,"Comedy,Drama",WB,04/04/2006,37,21,8.9,105
The Knick,2,"Drama,Science",Cinemax,16/10/2015,85,17,8.9,116
The Sopranos,6,"Drama,Suspense",HBO,12/03/2006,96,18,8.9,325
White Collar,1,"Drama,Action & Adventure,Suspense",USA,23/10/2009,79,21,8.9,201
What About Brian,1,Drama,ABC,16/04/2006,41,21,8.9,140
Fringe,3,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",FOX,23/09/2010,76,6,8.9,248
Hannibal,2,"Drama,Horror,Suspense",NBC,28/02/2014,88,14,8.9,707
House of Cards (2013),1,Drama,Netflix,01/02/2013,76,25,8.9,1229
Queer as Folk,1,"Drama,Health & Lifestyle",SHOWTIME,03/12/2000,63,25,8.9,40
Rectify,1,Drama,SundanceTV,22/04/2013,82,28,8.9,417
Rome,2,Drama,HBO,14/01/2007,68,18,8.9,193
Southland,2,"Drama,Action & Adventure,Suspense",NBC,02/03/2010,77,12,8.9,65
Stranger Things,1,"Drama,Horror,Suspense,Science Fiction",Netflix,15/07/2016,76,34,8.9,2210
Supernatural,1,"Drama,Action & Adventure,Fantasy,Horror,Suspense",The CW,13/09/2005,59,22,8.9,946
Ash Vs. Evil Dead,1,"Comedy,Drama,Action & Adventure,Fantasy,Horror,Suspense",Starz,31/10/2015,75,25,8.9,391
BoJack Horseman,5,"Comedy,Animation,Drama",Netflix,14/09/2018,92,6,8.9,236
BoJack Horseman,2,"Comedy,Animation,Drama",Netflix,17/07/2015,90,7,8.9,441
Damages,3,"Drama,Suspense",FX,25/01/2010,81,16,8.9,60
Moonlight,1,"Drama,Action & Adventure,Horror,Suspense",CBS,28/09/2007,38,24,9,556
Mad Men,4,Drama,AMC,25/07/2010,92,29,9,420
Justified,3,"Drama,Action & Adventure",FX,17/01/2012,89,14,9,260
Life on Mars (UK),1,"Drama,Science Fiction",BBC-1,09/01/2006,79,7,9,83
Longmire,1,"Drama,Action & Adventure",A&E,03/06/2012,67,17,9,189
Prison Break,1,"Drama,Action & Adventure,Suspense",FOX,29/08/2005,65,32,9,731
The Leftovers,2,Drama,HBO,04/10/2015,80,22,9,390
The Wire,2,"Drama,Suspense",HBO,01/06/2003,95,17,9,379
Rectify,3,Drama,SundanceTV,09/07/2015,89,11,9,196
Sex&Drugs&Rock&Roll,1,"Comedy,Drama,Music",FX,16/07/2015,60,29,9,80
The Americans,4,Drama,FX,16/03/2016,95,28,9,261
Better Call Saul,4,"Comedy,Drama",AMC,06/08/2018,87,16,9,213
Bleak House,1,Drama,BBC-1,27/10/2005,93,14,9,65
Dexter,4,"Drama,Suspense",SHOWTIME,27/09/2009,77,14,9,697
Dexter,2,"Drama,Suspense",SHOWTIME,30/09/2007,85,11,9,748
Eastbound & Down,1,"Comedy,Drama,Sports",HBO,15/02/2009,61,16,9,203
Fargo,1,"Comedy,Drama,Suspense",FX,15/04/2014,85,40,9,1232
Friday Night Lights,3,"Sports,Drama,Sports",NBC,01/10/2008,83,15,9,95
Justified,1,"Drama,Action & Adventure",FX,16/03/2010,80,27,9.1,537
24,5,"Drama,Action & Adventure,Suspense",FOX,15/01/2006,89,21,9.1,337
The Leftovers,3,Drama,HBO,16/04/2017,98,17,9.1,446
The Wire,5,"Drama,Suspense",HBO,06/01/2008,89,24,9.1,395
Game of Thrones,2,"Drama,Action & Adventure,Fantasy",HBO,01/04/2012,90,26,9.1,2303
Game of Thrones,1,"Drama,Action & Adventure,Fantasy",HBO,17/04/2011,80,28,9.1,4278
Rectify,2,Drama,SundanceTV,19/06/2014,92,16,9.1,301
Sherlock,2,"Drama,Suspense",BBC-1,01/01/2012,91,24,9.1,835
Sherlock,1,"Drama,Suspense",BBC-1,25/07/2010,85,17,9.1,1310
Better Call Saul,3,"Comedy,Drama",AMC,10/04/2017,87,18,9.1,312
Battlestar Galactica (2003),3,"Drama,Action & Adventure,Science Fiction",SyFy,06/10/2006,94,14,9.1,372
Deadwood,2,"Drama,Action & Adventure,Suspense",HBO,06/03/2005,93,15,9.1,86
Friday Night Lights,1,"Sports,Drama,Sports",NBC,03/10/2006,78,32,9.1,311
Lost,1,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",ABC,22/09/2004,86,27,9.2,851
The Expanse,2,"Drama,Action & Adventure,Fantasy,Suspense,Science Fiction",SyFy,01/02/2017,77,5,9.2,235
The OA,2,"Drama,Suspense",Netflix,22/03/2019,67,8,9.2,240
True Detective,1,"Drama,Action & Adventure,Suspense",HBO,12/01/2014,87,41,9.2,1964
Game of Thrones,4,"Drama,Action & Adventure,Fantasy",HBO,06/04/2014,94,29,9.2,2253
Game of Thrones,3,"Drama,Action & Adventure,Fantasy",HBO,31/03/2013,91,25,9.2,2346
In Treatment,1,Drama,HBO,28/01/2008,70,26,9.2,185
Rome,1,Drama,HBO,28/08/2005,71,25,9.2,212
Breaking Bad,2,"Drama,Suspense",AMC,08/03/2009,84,19,9.2,2047
Breaking Bad,1,"Drama,Suspense",AMC,20/01/2008,73,27,9.2,4159
Deadwood,3,"Drama,Action & Adventure,Suspense",HBO,11/06/2006,85,20,9.2,219
Deadwood,1,"Drama,Action & Adventure,Suspense",HBO,21/03/2004,80,26,9.2,162
Fargo,2,"Comedy,Drama,Suspense",FX,12/10/2015,96,33,9.2,879
Dexter,1,"Drama,Suspense",SHOWTIME,01/10/2006,77,27,9.2,1764
Justified,2,"Drama,Action & Adventure",FX,09/02/2011,91,12,9.3,317
Party of Five,1,Drama,FOX,12/09/1994,79,18,9.3,12
The Sopranos,2,"Drama,Suspense",HBO,16/01/2000,97,24,9.3,225
The Shield,1,"Drama,Action & Adventure",FX,12/03/2002,92,28,9.3,178
The Wire,1,"Drama,Suspense",HBO,02/06/2002,79,22,9.3,626
Twin Peaks,1,"Drama,Suspense",ABC,08/04/1990,96,16,9.3,490
Band of Brothers,1,"Drama,Action & Adventure",HBO,09/09/2001,86,28,9.3,359
Better Call Saul,5,"Comedy,Drama",AMC,23/02/2020,92,16,9.3,89
Chernobyl,1,"Drama,Movie/Mini-Series",HBO,06/05/2019,82,27,9.3,341
Planet Earth II,1,"Drama,Movie/Mini-Series,Documentary,Science,Educational",AMC,18/02/2017,96,10,9.4,177
The Sopranos,3,"Drama,Suspense",HBO,04/03/2001,97,25,9.4,200
The Sopranos,1,"Drama,Suspense",HBO,10/01/1999,88,20,9.4,414
The Wire,3,"Drama,Suspense",HBO,19/09/2004,98,11,9.4,386
Breaking Bad,3,"Drama,Suspense",AMC,21/03/2010,89,15,9.4,2058
The Shield,7,"Drama,Action & Adventure",FX,02/09/2008,85,14,9.5,146
The Wire,4,"Drama,Suspense",HBO,10/09/2006,98,21,9.5,794
Breaking Bad,4,"Drama,Suspense",AMC,17/07/2011,96,15,9.5,2320
Breaking Bad,5,"Drama,Suspense",AMC,15/07/2012,99,22,9.6,4361
Penny Dreadful: City Of Angels,1,"Drama,Fantasy,Horror",SHOWTIME,26/04/2020,65,6,not available,not available
Normal People,1,"Drama,Movie/Mini-Series",HULU,29/04/2020,88,5,not available,not available
Justice for Natalee Holloway,1,Drama,LIFETIME,09/05/2011,30,4,not available,not available
John Doe,1,"Drama,Suspense,Science Fiction",FOX,20/09/2002,65,22,not available,not available
Joan of Arcadia,1,Drama,CBS,26/09/2003,79,34,not available,not available
Killing Lincoln,1,Drama,National Geographic,17/02/2013,56,15,not available,not available
Kell on Earth,1,"Drama,Reality,Game Show",Bravo,01/02/2010,42,7,not available,not available
Karen Sisco,1,Drama,ABC,01/10/2003,70,27,not available,not available
Lennon Naked,1,"Drama,Movie/Mini-Series",PBS,21/11/2010,32,6,not available,not available
L.A. Law,1,Drama,NBC,15/09/1986,83,7,not available,not available
Life As We Know It,1,"Comedy,Drama",ABC,07/10/2004,61,18,not available,not available
Marcel's Quantum Kitchen,1,"Drama,Reality,Game Show,Food & Cooking",Vertex,22/03/2011,50,4,not available,not available
Manhunt (2019),1,"Drama,Suspense",Acorn TV,11/03/2019,68,5,not available,not available
Making the Band,1,"Drama,Reality,Game Show",ABC,24/03/2000,61,17,not available,not available
Magic Beyond Words: The J.K. Rowling Story,1,Drama,LIFETIME,18/07/2011,56,4,not available,not available
Matlock,1,Drama,ABC,03/03/1986,36,4,not available,not available
Monster in-Laws,1,"Comedy,Drama,Reality",A&E,24/10/2011,53,5,not available,not available
Mob Wives,1,"Drama,Reality",VH1,17/04/2011,54,4,not available,not available
My Life is a Lifetime Movie,1,Drama,LIFETIME,17/10/2012,58,4,not available,not available
My Big Fat Greek Life,1,"Comedy,Drama",CBS,24/02/2003,40,13,not available,not available
Murphy's Law (1988),1,Drama,ABC,02/11/1988,28,8,not available,not available
Muhammad Ali's Greatest Fight,1,"Drama,Movie/Mini-Series",HBO,05/10/2013,65,7,not available,not available
One Child,1,"Drama,Movie/Mini-Series",Sundance Channel,05/12/2014,60,9,not available,not available
Oliver Twist ,1,Drama,BBC-1,18/12/2007,72,12,not available,not available
NYPD Blue,1,"Drama,Action & Adventure,Suspense",ABC,21/09/1993,84,17,not available,not available
Outlaw Prophet: Warren Jeffs,1,"Drama,Movie/Mini-Series",LIFETIME,28/06/2014,62,4,not available,not available
Popular,1,"Comedy,Drama",WB,29/09/1999,54,24,not available,not available
Platinum,1,Drama,UPN,14/04/2003,66,18,not available,not available
Plain Jane,1,"Drama,Reality,Health & Lifestyle,Game Show",The CW,28/07/2010,52,9,not available,not available
7 Days of Sex,1,"Drama,Documentary",LIFETIME,26/04/2012,38,7,not available,not available
3,1,Drama,CBS,26/07/2012,47,4,not available,not available
Defending Jacob,1,"Drama,Movie/Mini-Series,Suspense",Apple TV+,24/04/2020,65,9,not available,not available
Ally McBeal,2,"Comedy,Drama",FOX,14/09/1998,76,4,not available,not available
Against the Grain,1,"Drama,Sports",NBC,01/10/1993,60,11,not available,not available
Addiction,1,"Drama,Movie/Mini-Series,News/Documentary",HBO,15/03/2007,70,12,not available,not available
Aaliyah: The Princess of R&B,1,"Drama,Movie/Mini-Series,Music",LIFETIME,15/11/2014,32,7,not available,not available
A Man Called Hawk,1,Drama,ABC,28/01/1989,45,6,not available,not available
The Fugitive,1,"Drama,Action & Adventure",CBS,06/10/2000,69,24,not available,not available
The Big Easy,1,Drama,USA,11/08/1996,52,13,not available,not available
The District,1,"Drama,Action & Adventure,Suspense",CBS,07/10/2000,54,21,not available,not available
The Commish,1,"Comedy,Drama,Suspense",ABC,28/09/1991,50,11,not available,not available
The College Admissions Scandal,1,"Drama,Movie/Mini-Series",LIFETIME,12/10/2019,57,7,not available,not available
The Chronicle,1,"Drama,Science Fiction",SyFy,14/07/2001,70,7,not available,not available
The Equalizer,1,"Drama,Action & Adventure",CBS,18/09/1985,53,6,not available,not available
The Hills: New Beginnings,1,"Drama,Reality",MTV,24/06/2019,27,4,not available,not available
The Hasselhoffs,1,"Drama,Reality,Game Show",A&E,05/12/2010,39,9,not available,not available
The Guardian,1,Drama,CBS,25/09/2001,55,27,not available,not available
The Huntress,1,"Drama,Action & Adventure",USA,26/07/2000,58,9,not available,not available
The Marshal,1,"Drama,Action & Adventure",ABC,31/01/1995,66,9,not available,not available
The Magnificent Seven,1,"Drama,Action & Adventure",CBS,03/01/1998,47,21,not available,not available
The Lost Valentine,1,Drama,CBS,30/01/2010,63,5,not available,not available
The Others,1,"Drama,Science Fiction",NBC,12/02/2000,55,20,not available,not available
The Real World,5,"Drama,Reality",MTV,10/07/1996,49,6,not available,not available
